datetime,Features,Label
2017-05-16 00:10:00,"['E25', 'E42', 'E36', 'E37', 'E33', 'E26', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E28', 'E41', 'E32', 'E30', 'E25', 'E25', 'E25', 'E25', 'E22', 'E20', 'E7', 'E25', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E25', 'E13', 'E42', 'E36', 'E37', 'E25', 'E33', 'E26', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25']",Success
2017-05-16 00:11:00,"['E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E22', 'E20', 'E7', 'E40', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E12', 'E21', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E34', 'E35', 'E14', 'E27', 'E25', 'E13', 'E25', 'E28', 'E33', 'E26', 'E41', 'E32', 'E30', 'E42', 'E36', 'E29', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E22', 'E20', 'E7', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E31', 'E26', 'E25', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E25']",Success
2017-05-16 00:12:00,"['E25', 'E25', 'E34', 'E35', 'E25', 'E25', 'E25', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E25', 'E13', 'E25', 'E42', 'E33', 'E36', 'E29', 'E26', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E28', 'E41', 'E32', 'E30', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E22', 'E20', 'E7', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E34', 'E35', 'E27', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E13', 'E25', 'E25', 'E42', 'E36', 'E37', 'E33', 'E26', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25']",Success
2017-05-16 00:13:00,"['E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E22', 'E40', 'E20', 'E25', 'E7', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E28', 'E25', 'E13', 'E41', 'E32', 'E30', 'E42', 'E36', 'E29', 'E25', 'E33', 'E26', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E22', 'E20', 'E7', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25']",Success
2017-05-16 00:14:00,"['E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E24', 'E11', 'E27', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E25', 'E13', 'E25', 'E33', 'E26', 'E42', 'E36', 'E29', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E28', 'E25', 'E25', 'E41', 'E32', 'E30', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E22', 'E20', 'E25', 'E7', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E34', 'E35', 'E25', 'E25', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E25', 'E13', 'E25', 'E42', 'E36', 'E37', 'E33', 'E26', 'E25']",Success
2017-05-16 00:15:00,"['E26', 'E1', 'E17', 'E25', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E40', 'E25', 'E25', 'E25', 'E22', 'E20', 'E7', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E31', 'E26', 'E21', 'E9', 'E15', 'E27', 'E7', 'E21', 'E12', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E28', 'E25', 'E25', 'E41', 'E32', 'E30', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E25', 'E13', 'E25', 'E42', 'E36', 'E29', 'E33', 'E26', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E22', 'E20', 'E34', 'E7', 'E35', 'E25', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25']",Success
2017-05-16 00:16:00,"['E34', 'E25', 'E35', 'E27', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E34', 'E35', 'E27', 'E25', 'E13', 'E25', 'E33', 'E26', 'E42', 'E36', 'E29', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E28', 'E41', 'E32', 'E30', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E22', 'E20', 'E25', 'E7', 'E25', 'E25', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E12', 'E25', 'E7', 'E21', 'E25', 'E25', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E25', 'E13', 'E25', 'E33', 'E26', 'E42', 'E36', 'E37']",Success
2017-05-16 00:17:00,"['E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E40', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E22', 'E20', 'E7', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E31', 'E26', 'E21', 'E9', 'E15', 'E25', 'E7', 'E21', 'E12', 'E25', 'E25', 'E28', 'E25', 'E41', 'E32', 'E30', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E25', 'E4', 'E5', 'E34', 'E35', 'E14', 'E27', 'E25', 'E13', 'E25', 'E33', 'E26', 'E42', 'E36', 'E29', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25']",Success
2017-05-16 00:18:00,"['E34', 'E35', 'E27', 'E25', 'E25', 'E22', 'E20', 'E7', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E25', 'E27', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E34', 'E35', 'E25', 'E8', 'E25', 'E27', 'E4', 'E5', 'E14', 'E25', 'E13', 'E25', 'E33', 'E26', 'E42', 'E36', 'E37', 'E26', 'E28', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E41', 'E32', 'E30', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E22', 'E20', 'E25', 'E7', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E12', 'E21', 'E34', 'E35', 'E25', 'E27', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E25', 'E13', 'E25']",Success
2017-05-16 00:19:00,"['E42', 'E36', 'E29', 'E33', 'E26', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E40', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E22', 'E20', 'E7', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E28', 'E41', 'E32', 'E30', 'E34', 'E35', 'E27', 'E25', 'E31', 'E26', 'E21', 'E9', 'E15', 'E7', 'E21', 'E12', 'E25', 'E25', 'E25', 'E34', 'E35', 'E27', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E24', 'E11', 'E25', 'E8', 'E25', 'E4', 'E5', 'E14', 'E13', 'E25', 'E34', 'E35', 'E27', 'E25', 'E33', 'E26', 'E42', 'E36', 'E29', 'E42', 'E36', 'E37', 'E26', 'E25', 'E1', 'E17', 'E10', 'E16', 'E6', 'E18', 'E19', 'E2', 'E25', 'E25', 'E3', 'E25', 'E23', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25', 'E25']",Success
